beta,gamma,yearly_I
7,-115,57621.562459015906
7,-114,57615.37609399732
7,-113,57609.231779791895
7,-112,57603.131388017435
7,-111,57597.07677691219
7,-110,57591.0697907695
7,-109,57585.11225937537
7,-108,57579.20599745175
7,-107,57573.35280410313
7,-106,57567.55446226883
7,-105,57561.81273818017
7,-104,57556.12938082169
7,-103,57550.50612139923
7,-102,57544.94467281211
7,-101,57539.44672913135
7,-100,57534.0139650839
7,-99,57528.64803554237
7,-98,57523.350575020806
7,-97,57518.12319717701
7,-96,57512.96749432086
7,-95,57507.88503692952
7,-94,57502.8773731686
7,-93,57497.946028421204
7,-92,57493.09250482247
7,-91,57488.3182808029
7,-90,57483.624810637266
7,-89,57479.01352400206
7,-88,57474.485825539865
7,-87,57470.04309443149
7,-86,57465.686683975924
7,-85,57461.41792117791
7,-84,57457.23810634405
7,-83,57453.14851268625
7,-82,57449.15038593458
7,-81,57445.24494395706
7,-80,57441.433376389235
7,-79,57437.716844271294
7,-78,57434.0964796952
7,-77,57430.573385458825
7,-76,57427.14863473105
7,-75,57423.82327072393
7,-74,57420.59830637558
7,-73,57417.47472404143
7,-72,57414.45347519497
7,-71,57411.535480137776
7,-70,57408.72162771942
7,-69,57406.012775066665
7,-68,57403.40974732217
7,-67,57400.91333739356
7,-66,57398.524305711326
7,-65,57396.2433799977
7,-64,57394.071255044815
7,-63,57392.00859250288
7,-62,57390.05602067897
7,-61,57388.21413434536
7,-60,57386.4834945584
7,-59,57384.864628487834
7,-58,57383.358029255854
7,-57,57381.964155787304
7,-56,57380.68343266946
7,-55,57379.516250022934
7,-54,57378.46296338301
7,-53,57377.52389359087
7,-52,57376.69932669632
7,-51,57375.989513870496
7,-50,57375.39467132919
7,-49,57374.91498026713
7,-48,57374.550586802994
7,-47,57374.30160193447
7,-46,57374.16810150485
7,-45,57374.15012617955
7,-44,57374.24768143415
7,-43,57374.46073755222
7,-42,57374.789229635004
7,-41,57375.23305762044
7,-40,57375.79208631427
7,-39,57376.46614543106
7,-38,57377.25502964569
7,-37,57378.1584986565
7,-36,57379.176277258106
7,-35,57380.308055425216
7,-34,57381.553488407226
7,-33,57382.912196833226
7,-32,57384.38376682746
7,-31,57385.96775013547
7,-30,57387.663664260566
7,-29,57389.47099261087
7,-28,57391.38918465667
7,-27,57393.41765609814
7,-26,57395.55578904317
7,-25,57397.80293219567
7,-24,57400.15840105429
7,-23,57402.62147812023
7,-22,57405.19141311642
7,-21,57407.86742321561
7,-20,57410.648693279436
7,-19,57413.53437610597
7,-18,57416.52359268829
7,-17,57419.615432482016
7,-16,57422.80895368288
7,-15,57426.10318351336
7,-14,57429.497118519066
7,-13,57432.98972487468
7,-12,57436.57993869829
7,-11,57440.266666376076
7,-10,57444.048784895116
7,-9,57447.925142185384
7,-8,57451.89455747091
7,-7,57455.95582162938
7,-6,57460.1076975604
7,-5,57464.34892056236
7,-4,57468.67819871758
7,-3,57473.094213286
7,-2,57477.59561910682
7,-1,57482.18104500823
7,0,57486.84909422514
7,1,57491.598344824386
7,2,57496.427350138394
7,3,57501.33463920528
7,4,57506.318717217175
7,5,57511.37806597578
7,6,57516.511144354445
7,7,57521.71638876768
7,8,57526.99221364771
7,9,57532.33701192705
7,10,57537.74915552849
7,11,57543.226995860525
7,12,57548.768864320045
7,13,57554.37307280025
7,14,57560.03791420481
7,15,57565.761662968274
7,16,57571.542575581225
7,17,57577.378891121785
7,18,57583.26883179164
7,19,57589.21060345787
7,20,57595.20239619918
7,21,57601.24238485743
7,22,57607.32872959369
7,23,57613.45957644829
7,24,57619.633057906
7,25,57625.84729346445
7,26,57632.100390207335
7,27,57638.390443380806
7,28,57644.715536973716
7,29,57651.07374430135
7,30,57657.46312859209
7,31,57663.881743577644
7,32,57670.32763408564
7,33,57676.798836635426
7,34,57683.29338003602
7,35,57689.80928598661
7,36,57696.34456967906
7,37,57702.89724040271
7,38,57709.46530215052
7,39,57716.04675422735
7,40,57722.639591859035
7,41,57729.24180680338
7,42,57735.85138796188
7,43,57742.466321991924
7,44,57749.08459392067
7,45,57755.70418775828
7,46,57762.32308711225
7,47,57768.93927580201
7,48,57775.55073847214
7,49,57782.155461207105
7,50,57788.75143214445
7,51,57795.33664208748
7,52,57801.90908511756
7,53,57808.466759204704
7,54,57815.007666817866
7,55,57821.52981553346
7,56,57828.031218641554
7,57,57834.50989575185
7,58,57840.96387339664
7,59,57847.39118563169
7,60,57853.78987463546
7,61,57860.15799130534
7,62,57866.493595851236
7,63,57872.79475838675
7,64,57879.05955951657
7,65,57885.28609092169
7,66,57891.47245594023
7,67,57897.61677014562
7,68,57903.7171619201
7,69,57909.77177302537
7,70,57915.778759168075
7,71,57921.7362905622
7,72,57927.642552485864
7,73,57933.49574583451
7,74,57939.29408766878
7,75,57945.03581175743
7,76,57950.71916911586
7,77,57956.34242853831
7,78,57961.90387712546
7,79,57967.401820806204
7,80,57972.83458485368
7,81,57978.20051439521
7,82,57983.497974916754
7,83,57988.72535276059
7,84,57993.88105561672
7,85,57998.963513008035
7,86,58003.971176768944
7,87,58008.90252151636
7,88,58013.75604511503
7,89,58018.53026913469
7,90,58023.22373930029
7,91,58027.835025935536
7,92,58032.36272439767
7,93,58036.80545550603
7,94,58041.16186596168
7,95,58045.43062875961
7,96,58049.61044359355
7,97,58053.70003725133
7,98,58057.69816400294
7,99,58061.60360598052
7,100,58065.41517354838
7,101,58069.131705666216
7,102,58072.75207024244
7,103,58076.27516447873
7,104,58079.699915206525
7,105,58083.02527921368
7,106,58086.25024356196
7,107,58089.37382589612
7,108,58092.39507474258
7,109,58095.31306979973
7,110,58098.126922218114
7,111,58100.83577487089
7,112,58103.43880261535
7,113,58105.93521254404
7,114,58108.32424422626
7,115,58110.605169939845
7,116,58112.777294892716
7,117,58114.83995743475
7,118,58116.79252925857
7,119,58118.63441559224
7,120,58120.36505537914
7,121,58121.98392144975
7,122,58123.49052068168
7,123,58124.884394150286
7,124,58126.165117268116
7,125,58127.332299914575
7,126,58128.38558655461
7,127,58129.32465634668
7,128,58130.149223241235
7,129,58130.85903606711
7,130,58131.45387860842
7,131,58131.93356967043
7,132,58132.29796313455
7,133,58132.54694800307
7,134,58132.68044843271
7,135,58132.698423757996
7,136,58132.60086850346
7,137,58132.387812385336
7,138,58132.05932030258
7,139,58131.615492317134
7,140,58131.056463623274
7,141,58130.38240450654
7,142,58129.59352029189
7,143,58128.69005128103
7,144,58127.6722726795
7,145,58126.54049451238
7,146,58125.295061530356
7,147,58123.936353104364
7,148,58122.4647831101
7,149,58120.880799802086
7,150,58119.184885677016
7,151,58117.37755732666
7,152,58115.45936528085
7,153,58113.430893839395
7,154,58111.29276089443
7,155,58109.04561774184
7,156,58106.69014888323
7,157,58104.227071817375
7,158,58101.65713682123
7,159,58098.981126721956
7,160,58096.19985665816
7,161,58093.31417383165
7,162,58090.32495724927
7,163,58087.233117455595
7,164,58084.039596254726
7,165,58080.74536642423
7,166,58077.35143141848
7,167,58073.85882506291
7,168,58070.26861123927
7,169,58066.5818835615
7,170,58062.79976504246
7,171,58058.92340775221
7,172,58054.95399246665
7,173,58050.89272830816
7,174,58046.74085237713
7,175,58042.4996293752
7,176,58038.17035122002
7,177,58033.75433665158
7,178,58029.25293083077
7,179,58024.667504929326
7,180,58019.99945571244
8,-180,57975.12041980842
8,-179,57969.696841452496
8,-178,57964.18218431792
8,-177,57958.578128222616
8,-176,57952.88638021636
8,-175,57947.10867406067
8,-174,57941.24676970095
8,-173,57935.302452729964
8,-172,57929.277533844266
8,-171,57923.1738482925
8,-170,57916.99325531639
8,-169,57910.73763758452
8,-168,57904.40890061853
8,-167,57898.008972213116
8,-166,57891.53980184845
8,-165,57885.00336009637
8,-164,57878.40163802052
8,-163,57871.73664656933
8,-162,57865.010415963756
8,-161,57858.22499507879
8,-160,57851.38245081933
8,-159,57844.48486749074
8,-158,57837.53434616361
8,-157,57830.53300403419
8,-156,57823.482973779
8,-155,57816.38640290566
8,-154,57809.24545309829
8,-153,57802.06229955946
8,-152,57794.83913034724
8,-151,57787.57814570911
8,-150,57780.28155741112
8,-149,57772.95158806491
8,-148,57765.590470450115
8,-147,57758.20044683437
8,-146,57750.78376829058
8,-145,57743.34269401077
8,-144,57735.879490618354
8,-143,57728.396431477384
8,-142,57720.89579599997
8,-141,57713.37986895261
8,-140,57705.8509397593
8,-139,57698.311301804904
8,-138,57690.763251736156
8,-137,57683.20908876219
8,-136,57675.651113954285
8,-135,57668.09162954478
8,-134,57660.532938225704
8,-133,57652.97734244791
8,-132,57645.42714371887
8,-131,57637.88464190239
8,-130,57630.35213451746
8,-129,57622.83191603889
8,-128,57615.32627719802
8,-127,57607.83750428521
8,-126,57600.367878453195
8,-125,57592.91967502242
8,-124,57585.49516278765
8,-123,57578.09660332744
8,-122,57570.726250314525
8,-121,57563.386348829845
8,-120,57556.07913467864
8,-119,57548.80683370891
8,-118,57541.57166113416
8,-117,57534.37582085788
8,-116,57527.2215048029
8,-115,57520.11089224308
8,-114,57513.04614913991
8,-113,57506.02942748255
8,-112,57499.06286463247
8,-111,57492.14858267222
8,-110,57485.288687758904
8,-109,57478.485269483106
8,-108,57471.7404002319
8,-107,57465.05613455774
8,-106,57458.434508552855
8,-105,57451.87753922857
8,-104,57445.38722390123
8,-103,57438.965539583696
8,-102,57432.614442383376
8,-101,57426.33586690601
8,-100,57420.131725666375
8,-99,57414.00390850601
8,-98,57407.95428201754
8,-97,57401.98468897563
8,-96,57396.09694777625
8,-95,57390.292851882354
8,-94,57384.574169277796
8,-93,57378.94264192864
8,-92,57373.399985252676
8,-91,57367.94788759692
8,-90,57362.588009723084
8,-89,57357.32198430188
8,-88,57352.1514154156
8,-87,57347.077878069824
8,-86,57342.10291771292
8,-85,57337.22804976615
8,-84,57332.4547591615
8,-83,57327.78449988944
8,-82,57323.21869455633
8,-81,57318.75873395063
8,-80,57314.40597661954
8,-79,57310.16174845507
8,-78,57306.027342290276
8,-77,57302.00401750544
8,-76,57298.09299964408
8,-75,57294.29548004021
8,-74,57290.61261545506
8,-73,57287.0455277249
8,-72,57283.59530341919
8,-71,57280.262993509656
8,-70,57277.04961305023
8,-69,57273.95614086769
8,-68,57270.983519263566
8,-67,57268.132653727305
8,-66,57265.40441266016
8,-65,57262.79962711072
8,-64,57260.31909052188
8,-63,57257.96355848923
8,-62,57255.73374853057
8,-61,57253.63033986761
8,-60,57251.653973218985
8,-59,57249.80525060524
8,-58,57248.084735165074
8,-57,57246.492950984095
8,-56,57245.030382935365
8,-55,57243.697476531204
8,-54,57242.49463778779
8,-53,57241.42223310151
8,-52,57240.48058913712
8,-51,57239.669992728515
8,-50,57238.9906907913
8,-49,57238.44289024744
8,-48,57238.02675796222
8,-47,57237.74242069349
8,-46,57237.58996505326
8,-45,57237.56943748094
8,-44,57237.68084422945
8,-43,57237.92415136322
8,-42,57238.29928476846
8,-41,57238.80613017603
8,-40,57239.44453319586
8,-39,57240.21429936416
8,-38,57241.1151942027
8,-37,57242.14694329031
8,-36,57243.30923234609
8,-35,57244.60170732547
8,-34,57246.02397452825
8,-33,57247.57560071797
8,-32,57249.25611325421
8,-31,57251.06500023668
8,-30,57253.00171066076
8,-29,57255.06565458581
8,-28,57257.256203314384
8,-27,57259.57268958424
8,-26,57262.01440777116
8,-25,57264.58061410421
8,-24,57267.270526891945
8,-23,57270.08332676099
8,-22,57273.018156905164
8,-21,57276.07412334685
8,-20,57279.250295209094
8,-19,57282.545704999015
8,-18,57285.95934890306
8,-17,57289.49018709202
8,-16,57293.13714403866
8,-15,57296.89910884427
8,-14,57300.77493557817
8,-13,57304.76344362587
8,-12,57308.863418049164
8,-11,57313.07360995612
8,-10,57317.39273688159
8,-9,57321.81948317761
8,-8,57326.352500414374
8,-7,57330.9904077909
8,-6,57335.73179255578
8,-5,57340.57521043713
8,-4,57345.51918608301
8,-3,57350.56221351066
8,-2,57355.7027565649
8,-1,57360.93924938654
8,0,57366.27009688921
8,1,57371.69367524514
8,2,57377.20833237974
8,3,57382.81238847507
8,4,57388.504136481344
8,5,57394.28184263694
8,6,57400.14374699672
8,7,57406.088063967676
8,8,57412.1129828534
8,9,57418.216668405155
8,10,57424.397261381215
8,11,57430.65287911311
8,12,57436.981616079094
8,13,57443.38154448453
8,14,57449.8507148492
8,15,57456.3871566013
8,16,57462.98887867712
8,17,57469.65387012837
8,18,57476.3801007339
8,19,57483.1655216189
8,20,57490.008065878304
8,21,57496.90564920698
8,22,57503.85617053407
8,23,57510.8575126635
8,24,57517.90754291865
8,25,57525.004113792
8,26,57532.14506359937
8,27,57539.32821713817
8,28,57546.551386350366
8,29,57553.812370988526
8,30,57561.10895928644
8,31,57568.438928632735
8,32,57575.800046247525
8,33,57583.190069863296
8,34,57590.6067484071
8,35,57598.04782268683
8,36,57605.51102607928
8,37,57612.9940852203
8,38,57620.49472069761
8,39,57628.010647744944
8,40,57635.539576938325
8,41,57643.0792148927
8,42,57650.627264961484
8,43,57658.181427935415
8,44,57665.73940274334
8,45,57673.2988871529
8,46,57680.857578471885
8,47,57688.41317424975
8,48,57695.96337297877
8,49,57703.50587479528
8,50,57711.03838218017
8,51,57718.558600658725
8,52,57726.06423949961
8,53,57733.553012412434
8,54,57741.02263824441
8,55,57748.470841675306
8,56,57755.89535390991
8,57,57763.29391337023
8,58,57770.664266383115
8,59,57778.00416786779
8,60,57785.311382019
8,61,57792.58368298873
8,62,57799.818855563564
8,63,57807.01469583975
8,64,57814.16901189474
8,65,57821.2796244545
8,66,57828.344367557744
8,67,57835.36108921503
8,68,57842.32765206511
8,69,57849.24193402546
8,70,57856.10182893869
8,71,57862.90524721452
8,72,57869.65011646568
8,73,57876.33438213985
8,74,57882.95600814476
8,75,57889.512977469094
8,76,57896.00329279651
8,77,57902.42497711391
8,78,57908.776074314206
8,79,57915.054649791666
8,80,57921.258791031265
8,81,57927.386608191555
8,82,57933.43623468011
8,83,57939.40582772198
8,84,57945.293568921414
8,85,57951.09766481532
8,86,57956.8163474199
8,87,57962.44787476904
8,88,57967.99053144497
8,89,57973.442629100726
8,90,57978.80250697448
8,91,57984.068532395795
8,92,57989.23910128198
8,93,57994.3126386278
8,94,57999.287598984716
8,95,58004.16246693145
8,96,58008.93575753616
8,97,58013.6060168081
8,98,58018.171822141296
8,99,58022.631782747
8,100,58026.98454007814
8,101,58031.228768242625
8,102,58035.36317440727
8,103,58039.38649919225
8,104,58043.29751705357
8,105,58047.09503665745
8,106,58050.77790124256
8,107,58054.3449889727
8,108,58057.79521327847
8,109,58061.12752318796
8,110,58064.34090364742
8,111,58067.43437582999
8,112,58070.40699743404
8,113,58073.25786297031
8,114,58075.986104037525
8,115,58078.590889586936
8,116,58081.07142617573
8,117,58083.42695820844
8,118,58085.65676816706
8,119,58087.76017683003
8,120,58089.73654347862
8,121,58091.58526609243
8,122,58093.305781532596
8,123,58094.897565713545
8,124,58096.36013376223
8,125,58097.693040166436
8,126,58098.89587890989
8,127,58099.96828359615
8,128,58100.90992756049
8,129,58101.72052396915
8,130,58102.39982590631
8,131,58102.94762645019
8,132,58103.36375873549
8,133,58103.64809600416
8,134,58103.800551644366
8,135,58103.82107921669
8,136,58103.70967246817
8,137,58103.46636533444
8,138,58103.09123192911
8,139,58102.58438652161
8,140,58101.94598350177
8,141,58101.17621733346
8,142,58100.27532249489
8,143,58099.243573407344
8,144,58098.08128435157
8,145,58096.78880937215
8,146,58095.366542169366
8,147,58093.81491597965
8,148,58092.13440344341
8,149,58090.325516460965
8,150,58088.38880603687
8,151,58086.32486211184
8,152,58084.13431338319
8,153,58081.81782711342
8,154,58079.376108926444
8,155,58076.80990259348
8,156,58074.1199898057
8,157,58071.30718993669
8,158,58068.372359792455
8,159,58065.31639335078
8,160,58062.140221488655
8,161,58058.844811698604
8,162,58055.43116779464
8,163,58051.900329605545
8,164,58048.25337265902
8,165,58044.491407853326
8,166,58040.61558111945
8,167,58036.627073071744
8,168,58032.52709864849
8,169,58028.3169067415
8,170,58023.99777981602
8,171,58019.57103352004
8,172,58015.03801628331
8,173,58010.40010890674
8,174,58005.65872414191
8,175,58000.815306260534
8,176,57995.8713306146
8,177,57990.82830318704
8,178,57985.68776013278
8,179,57980.45126731109
8,180,57975.12041980842
9,-180,57919.19434817104
9,-179,57913.09809413304
9,-178,57906.8994649958
9,-177,57900.60034892178
9,-176,57894.202664682765
9,-175,57887.70836107537
9,-174,57881.1194163274
9,-173,57874.43783749521
9,-172,57867.66565985244
9,-171,57860.80494626999
9,-170,57853.857786587716
9,-169,57846.826296977815
9,-168,57839.71261929998
9,-167,57832.51892044948
9,-166,57825.247391696576
9,-165,57817.900248019476
9,-164,57810.47972742922
9,-163,57802.98809028831
9,-162,57795.427618622045
9,-161,57787.80061542313
9,-160,57780.1094039509
9,-159,57772.35632702268
9,-158,57764.54374630093
9,-157,57756.6740415733
9,-156,57748.74961002805
9,-155,57740.772865524035
9,-154,57732.74623785471
9,-153,57724.6721720087
9,-152,57716.55312742457
9,-151,57708.39157724207
9,-150,57700.19000754841
9,-149,57691.950916621165
9,-148,57683.676814167186
9,-147,57675.370220558376
9,-146,57667.033666063464
9,-145,57658.669690077826
9,-144,57650.28084034948
9,-143,57641.869672203364
9,-142,57633.43874776273
9,-141,57624.99063516893
9,-140,57616.52790779885
9,-139,57608.05314348115
9,-138,57599.56892371127
9,-137,57591.077832864685
9,-136,57582.58245740988
9,-135,57574.08538512057
9,-134,57565.589204287215
9,-133,57557.096502928885
9,-132,57548.60986800464
9,-131,57540.13188462577
9,-130,57531.66513526799
9,-129,57523.212198985326
9,-128,57514.77565062386
9,-127,57506.35806003826
9,-126,57497.96199130781
9,-125,57489.59000195663
9,-124,57481.244642173675
9,-123,57472.92845403638
9,-122,57464.64397073626
9,-121,57456.39371580713
9,-120,57448.18020235664
9,-119,57440.00593230039
9,-118,57431.87339560041
9,-117,57423.78506950604
9,-116,57415.74341779982
9,-115,57407.75089004677
9,-114,57399.80992084823
9,-113,57391.92292910035
9,-112,57384.092317257215
9,-111,57376.32047059907
9,-110,57368.60975650572
9,-109,57360.96252373535
9,-108,57353.381101709085
9,-107,57345.86779980156
9,-106,57338.42490663733
9,-105,57331.0546893938
9,-104,57323.75939311044
9,-103,57316.54124000513
9,-102,57309.40242879744
9,-101,57302.34513403829
9,-100,57295.371505448
9,-99,57288.48366726142
9,-98,57281.68371758083
9,-97,57274.973727736644
9,-96,57268.35574165692
9,-95,57261.83177524438
9,-94,57255.403815762096
9,-93,57249.0738212291
9,-92,57242.843719822886
9,-91,57236.715409292745
9,-90,57230.69075638145
9,-89,57224.7715962566
9,-88,57218.9597319517
9,-87,57213.25693381693
9,-86,57207.66493897992
9,-85,57202.18545081641
9,-84,57196.820138431474
9,-83,57191.57063615146
9,-82,57186.43854302536
9,-81,57181.425422338645
9,-80,57176.532801136425
9,-79,57171.76216975843
9,-78,57167.11498138525
9,-77,57162.592651595434
9,-76,57158.19655793455
9,-75,57153.92803949517
9,-74,57149.78839650942
9,-73,57145.778889952715
9,-72,57141.900741159494
9,-71,57138.15513145157
9,-70,57134.543201777764
9,-69,57131.066052367
9,-68,57127.72474239263
9,-67,57124.520289650056
9,-66,57121.45367024661
9,-65,57118.5258183042
9,-64,57115.73762567503
9,-63,57113.08994166942
9,-62,57110.583572797776
9,-61,57108.219282524115
9,-60,57105.99779103433
9,-59,57103.91977501611
9,-58,57101.9858674533
9,-57,57100.19665743297
9,-56,57098.5526899658
9,-55,57097.05446582014
9,-54,57095.70244136957
9,-53,57094.497028453894
9,-52,57093.43859425355
9,-51,57092.527461177815
9,-50,57091.76390676674
9,-49,57091.14816360628
9,-48,57090.68041925776
9,-47,57090.36081620082
9,-46,57090.18945178949
9,-45,57090.16637822298
9,-44,57090.29160252993
9,-43,57090.565086565584
9,-42,57090.986747024195
9,-41,57091.556455463855
9,-40,57092.274038345866
9,-39,57093.139277087466
9,-38,57094.15190812864
9,-37,57095.31162301218
9,-36,57096.61806847763
9,-35,57098.070846569
9,-34,57099.66951475612
9,-33,57101.41358606909
9,-32,57103.30252924705
9,-31,57105.335768899415
9,-30,57107.51268568178
9,-29,57109.83261648412
9,-28,57112.2948546332
9,-27,57114.898650107316
9,-26,57117.64320976518
9,-25,57120.52769758728
9,-24,57123.55123493072
9,-23,57126.712900796796
9,-22,57130.0117321113
9,-21,57133.44672401845
9,-20,57137.0168301863
9,-19,57140.720963125925
9,-18,57144.557994522715
9,-17,57148.526755579485
9,-16,57152.626037373346
9,-15,57156.85459122333
9,-14,57161.21112907092
9,-13,57165.694323872536
9,-12,57170.30281000354
9,-11,57175.03518367449
9,-10,57179.89000335849
9,-9,57184.86579023045
9,-8,57189.96102861742
9,-7,57195.17416646059
9,-6,57200.50361578749
9,-5,57205.94775319639
9,-4,57211.50492035009
9,-3,57217.173424481785
9,-2,57222.95153891024
9,-1,57228.8375035657
9,0,57234.82952552643
9,1,57240.925779564444
9,2,57247.124408701624
9,3,57253.42352477566
9,4,57259.82120901467
9,5,57266.31551262208
9,6,57272.90445737011
9,7,57279.58603620227
9,8,57286.358213845
9,9,57293.21892742748
9,10,57300.166087109705
9,11,57307.197576719656
9,12,57314.3112543975
9,13,57321.50495324797
9,14,57328.77648200085
9,15,57336.12362567801
9,16,57343.54414626817
9,17,57351.03578340914
9,18,57358.59625507547
9,19,57366.223258274265
9,20,57373.91446974656
9,21,57381.66754667478
9,22,57389.4801273966
9,23,57397.34983212423
9,24,57405.27426366936
9,25,57413.25100817343
9,26,57421.27763584271
9,27,57429.35170168877
9,28,57437.4707462729
9,29,57445.6322964554
9,30,57453.83386614903
9,31,57462.07295707632
9,32,57470.34705953025
9,33,57478.65365313905
9,34,57486.99020763402
9,35,57495.35418361963
9,36,57503.743033348015
9,37,57512.15420149411
9,38,57520.58512593466
9,39,57529.03323852852
9,40,57537.49596589858
9,41,57545.97073021624
9,42,57554.454949986146
9,43,57562.9460408328
9,44,57571.44141628757
9,45,57579.93848857691
9,46,57588.434669410184
9,47,57596.927370768586
9,48,57605.4140056928
9,49,57613.89198907172
9,50,57622.35873842946
9,51,57630.811674712124
9,52,57639.24822307358
9,53,57647.66581365923
9,54,57656.06188238964
9,55,57664.43387174082
9,56,57672.77923152376
9,57,57681.09541966106
9,58,57689.37990296121
9,59,57697.63015789032
9,60,57705.843671340845
9,61,57714.01794139706
9,62,57722.150478097035
9,63,57730.23880419138
9,64,57738.28045589759
9,65,57746.272983650684
9,66,57754.21395284919
9,67,57762.10094459702
9,68,57769.9315564402
9,69,57777.703403098356
9,70,57785.4141171917
9,71,57793.06134996215
9,72,57800.64277198838
9,73,57808.15607389588
9,74,57815.598967060134
9,75,57822.9691843037
9,76,57830.264480587015
9,77,57837.48263369221
9,78,57844.62144489998
9,79,57851.67873965919
9,80,57858.652368249466
9,81,57865.54020643603
9,82,57872.34015611666
9,83,57879.05014596074
9,84,57885.66813204051
9,85,57892.19209845316
9,86,57898.62005793533
9,87,57904.95005246839
9,88,57911.18015387455
9,89,57917.30846440467
9,90,57923.33311731598
9,91,57929.25227744084
9,92,57935.06414174574
9,93,57940.76693988049
9,94,57946.35893471754
9,95,57951.83842288111
9,96,57957.20373526598
9,97,57962.453237546055
9,98,57967.585330672075
9,99,57972.59845135885
9,100,57977.491072561075
9,101,57982.26170393904
9,102,57986.90889231218
9,103,57991.43122210197
9,104,57995.827315762945
9,105,58000.09583420234
9,106,58004.235477188035
9,107,58008.24498374481
9,108,58012.12313253795
9,109,58015.86874224596
9,110,58019.48067191962
9,111,58022.95782133046
9,112,58026.29913130481
9,113,58029.50358404734
9,114,58032.57020345084
9,115,58035.49805539317
9,116,58038.28624802244
9,117,58040.93393202804
9,118,58043.44030089971
9,119,58045.80459117335
9,120,58048.026082663135
9,121,58050.10409868137
9,122,58052.03800624411
9,123,58053.82721626443
9,124,58055.47118373168
9,125,58056.969407877325
9,126,58058.32143232788
9,127,58059.52684524355
9,128,58060.5852794439
9,129,58061.496412519606
9,130,58062.25996693073
9,131,58062.875710091204
9,132,58063.34345443965
9,133,58063.663057496575
9,134,58063.83442190797
9,135,58063.85749547444
9,136,58063.73227116751
9,137,58063.45878713186
9,138,58063.037126673255
9,139,58062.46741823363
9,140,58061.749835351635
9,141,58060.884596609976
9,142,58059.871965568746
9,143,58058.71225068529
9,144,58057.405805219845
9,145,58055.95302712842
9,146,58054.35435894132
9,147,58052.61028762831
9,148,58050.72134445044
9,149,58048.68810479802
9,150,58046.5111880157
9,151,58044.19125721333
9,152,58041.72901906425
9,153,58039.12522359016
9,154,58036.380663932294
9,155,58033.49617611017
9,156,58030.472638766725
9,157,58027.3109729007
9,158,58024.01214158609
9,159,58020.57714967908
9,160,58017.007043511156
9,161,58013.3029105715
9,162,58009.46587917478
9,163,58005.49711811794
9,164,58001.39783632414
9,165,57997.169282474126
9,166,57992.81274462653
9,167,57988.329549824884
9,168,57983.72106369388
9,169,57978.988690022896
9,170,57974.13387033896
9,171,57969.15808346707
9,172,57964.06284507999
9,173,57958.84970723685
9,174,57953.52025790998
9,175,57948.0761205011
9,176,57942.5189533474
9,177,57936.85044921565
9,178,57931.07233478724
9,179,57925.18637013177
9,180,57919.19434817104
10,-180,57852.23827642358
10,-179,57845.47120368148
10,-178,57838.59049070411
10,-177,57831.598233423174
10,-176,57824.49656174807
10,-175,57817.287638916714
10,-174,57809.97366083683
10,-173,57802.55685541704
10,-172,57795.039481888154
10,-171,57787.42383011489
10,-170,57779.71221989862
10,-169,57771.90700027043
10,-168,57764.01054877593
10,-167,57756.02527075071
10,-166,57747.953598587745
10,-165,57739.797990996696
10,-164,57731.56093225451
10,-163,57723.24493144918
10,-162,57714.85252171499
10,-161,57706.3862594614
10,-160,57697.84872359377
10,-159,57689.242514728256
10,-158,57680.57025439954
10,-157,57671.83458426203
10,-156,57663.038165285514
10,-155,57654.18367694437
10,-154,57645.273816401685
10,-153,57636.311297687025
10,-152,57627.29885087073
10,-151,57618.2392212311
10,-150,57609.135168419336
10,-149,57599.98946561793
10,-148,57590.80489869668
10,-147,57581.58426536353
10,-146,57572.33037431287
10,-145,57563.04604436939
10,-144,57553.73410363005
10,-143,57544.39738860215
10,-142,57535.03874333956
10,-141,57525.66101857623
10,-140,57516.267070858055
10,-139,57506.859761672466
10,-138,57497.441956576935
10,-137,57488.01652432619
10,-136,57478.58633599819
10,-135,57469.15426411957
10,-134,57459.72318179088
10,-133,57450.29596181118
10,-132,57440.875475803
10,-131,57431.46459333751
10,-130,57422.06618106081
10,-129,57412.68310182028
10,-128,57403.31821379273
10,-127,57393.974369613694
10,-126,57384.65441550889
10,-125,57375.36119042631
10,-124,57366.0975251726
10,-123,57356.86624154968
10,-122,57347.670151496226
10,-121,57338.512056230196
10,-120,57329.39474539612
10,-119,57320.32099621532
10,-118,57311.29357263953
10,-117,57302.315224509584
10,-116,57293.38868671715
10,-115,57284.51667837221
10,-114,57275.70190197445
10,-113,57266.94704259007
10,-112,57258.25476703412
10,-111,57249.627723057994
10,-110,57241.06853854274
10,-109,57232.57982069892
10,-108,57224.16415527217
10,-107,57215.82410575587
10,-106,57207.56221260971
10,-105,57199.380992486454
10,-104,57191.28293746501
10,-103,57183.270514291406
10,-102,57175.346163627284
10,-101,57167.51229930668
10,-100,57159.77130760049
10,-99,57152.12554648998
10,-98,57144.5773449478
10,-97,57137.1290022293
10,-96,57129.78278717196
10,-95,57122.54093750401
10,-94,57115.40565916285
10,-93,57108.37912562366
10,-92,57101.46347723637
10,-91,57094.660820574565
10,-90,57087.97322779347
10,-89,57081.40273599848
10,-88,57074.951346625094
10,-87,57068.62102482904
10,-86,57062.41369888762
10,-85,57056.33125961246
10,-84,57050.375559773514
10,-83,57044.54841353457
10,-82,57038.85159590088
10,-81,57033.28684217833
